ID,Name,Glottocode,Glottolog_Name,ISO639P3code,Macroarea,Latitude,Longitude,Family
Agob,Agöb,agob1245,Agöb,,Papunesia,-8.859189187876847, 142.78569186257445,Pahoturi
Em,Em,,,,,-8.839300305542718, 142.6987112726306,
Ende,Ende,ende1235,Ende (Papua New Guinea),,Papunesia,-8.599243485740535, 142.57889468451143,Pahoturi
Idi,Idi,nucl1597,Idi,,Papunesia,-8.956477984673382, 142.23705678369518,Pahoturi
Kawam,Kawam,kawa1281,Kawam,,Papunesia,-8.76277158074987, 142.7708139951534,Pahoturi
Taeme,Taeme,tame1238,Taeme,,Papunesia,-8.599243485740535, 142.57889468451143,Pahoturi
