ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,Audio_Files
Agob-death-adder-1,,Agob,death-adder,kuɽuɽ,kuɽuɽ,,,,,,,,09da898e6996cd544df57be3ae162673
Agob-death-adder-2,,Agob,death-adder,kuɽuɽ,kuɽuɽ,,,,,,,,09da898e6996cd544df57be3ae162673
Em-death-adder-1,,Em,death-adder,məte koɽoməʈ,məte koɽoməʈ,,,,,,,,5e70a2f04df42a5dca5023c56e709144
Em-death-adder-2,,Em,death-adder,mʌtekəɽəməʈ͡ʂ,mʌtekəɽəməʈ͡ʂ,,,,,,,,5e70a2f04df42a5dca5023c56e709144
Ende-death-adder-1,,Ende,death-adder,kəɽəɽ,kəɽəɽ,,,,,,,,b9b47fb8db06d417e3197cb73fcb7532
Ende-death-adder-2,,Ende,death-adder,kɘɽɘɽ,kɘɽɘɽ,,,,,,,,b9b47fb8db06d417e3197cb73fcb7532
Kawam-death-adder-1,,Kawam,death-adder,məʈŋe karamaʈ,məʈŋe karamaʈ,,,,,,,,9fb46c1bea1bffd77a8ed62c8fb870d7
Kawam-death-adder-2,,Kawam,death-adder,məʈ͡ʂŋɛkaramaʈ͡ʂ,məʈ͡ʂŋɛkaramaʈ͡ʂ,,,,,,,,9fb46c1bea1bffd77a8ed62c8fb870d7
Kawam-death-adder-3,,Kawam,death-adder,mʊt͡ʃŋækaramat͡ʃ,mʊt͡ʃŋækaramat͡ʃ,,,,,,,,
Taeme-death-adder-1,,Taeme,death-adder,kʷɪlɪl,kʷɪlɪl,,,,,,,,d46f8d881442238dffe4892525ea69eb
Taeme-death-adder-2,,Taeme,death-adder,kʷɪlɪl,kʷɪlɪl,,,,,,,,d46f8d881442238dffe4892525ea69eb
Taeme-death-adder-3,,Taeme,death-adder,kʷɪlɪl,kʷɪlɪl,,,,,,,,ad690381b40b679ace979cc8c122f5f2
Agob-deer-1,,Agob,deer,dia,dia,,,,,,,,5596208b03778a0bbf0232348f32b1e5
Agob-deer-2,,Agob,deer,dija,dija,,,,,,,,5596208b03778a0bbf0232348f32b1e5
Em-deer-1,,Em,deer,ɖia,ɖia,,,,,,,,fdd9007307d0998056d25110d37e5998
Em-deer-2,,Em,deer,dijɐ,dijɐ,,,,,,,,fdd9007307d0998056d25110d37e5998
Ende-deer-1,,Ende,deer,ɖia,ɖia,,,,,,,,c7b5d37a32a3590940a7ef8c9acb2dec
Ende-deer-2,,Ende,deer,ɖijɐ,ɖijɐ,,,,,,,,c7b5d37a32a3590940a7ef8c9acb2dec
Kawam-deer-1,,Kawam,deer,dia,dia,,,,,,,,be035a7187087de696125ce494d03d57
Kawam-deer-2,,Kawam,deer,dijɐ,dijɐ,,,,,,,,be035a7187087de696125ce494d03d57
Kawam-deer-3,,Kawam,deer,dija,dija,,,,,,,,
Taeme-deer-1,,Taeme,deer,ɖie,ɖie,,,,,,,,c643a22b2c6b02d1f82416591a7495e0
Taeme-deer-2,,Taeme,deer,ɖiɛ,ɖiɛ,,,,,,,,c643a22b2c6b02d1f82416591a7495e0
Taeme-deer-3,,Taeme,deer,ɖijɛ,ɖijɛ,,,,,,,,8b7e870531f1b9522f034b68eb17a584
Agob-descend-1,,Agob,descend,ŋitŋit,ŋitŋit,,,,,,,,c743ffb84c59d21a91bc8b2467035ac4
Agob-descend-2,,Agob,descend,ŋitŋit,ŋitŋit,,,,,,,,c743ffb84c59d21a91bc8b2467035ac4
Kawam-descend-1,,Kawam,descend,d͡zirɡeɲ,d͡zirɡeɲ,,,,,,,,c230ec5bda067ba3f5c974f890a0c516
Kawam-descend-2,,Kawam,descend,d͡ʒɪrɡeɲ,d͡ʒɪrɡeɲ,,,,,,,,c230ec5bda067ba3f5c974f890a0c516
Kawam-descend-3,,Kawam,descend,d͡ʒɪrɡɛ,d͡ʒɪrɡɛ,,,,,,,,
Taeme-destroy-1,,Taeme,destroy,lɛlɪk,lɛlɪk,,,,,,,,
Agob-die-1,,Agob,die,kuɖuɽ,kuɖuɽ,,,,,,,,0a26698784628199a8c2f6348e981c0e
Agob-die-2,,Agob,die,kuɖuɽ,kuɖuɽ,,,,,,,,0a26698784628199a8c2f6348e981c0e
Em-die-1,,Em,die,kuɖuɽ,kuɖuɽ,,,,,,,,fc34a5089f83ee302522fbdbc0fbb23a
Em-die-2,,Em,die,kuɽuɽ,kuɽuɽ,,,,,,,,fc34a5089f83ee302522fbdbc0fbb23a
Em-die-3,,Em,die,kuduɽ,kuduɽ,,,,,,,,
Ende-die-1,,Ende,die,kuɖəɽ,kuɖəɽ,,,,,,,,bff206124771db63a9aed80d6bdc6df2
Ende-die-2,,Ende,die,kuɖɘɽ,kuɖɘɽ,,,,,,,,bff206124771db63a9aed80d6bdc6df2
Idi-die-1,,Idi,die,k͡pʷɪdɪl,k͡pʷɪdɪl,,,,,,,,
Idi-die-2,,Idi,die,kʷɪɖɪl,kʷɪɖɪl,,,,,,,,
Idi-die-3,,Idi,die,k͡pʷɪdɪl,k͡pʷɪdɪl,,,,,,,,
Idi-die-4,,Idi,die,kʷɪɖɪl,kʷɪɖɪl,,,,,,,,
Idi-die-5,,Idi,die,kʷɪɖɪl,kʷɪɖɪl,,,,,,,,
Kawam-die-1,,Kawam,die,kuɖur,kuɖur,,,,,,,,e040f2e46e723df021d8abda9fc64df0
Kawam-die-2,,Kawam,die,kuɖur,kuɖur,,,,,,,,e040f2e46e723df021d8abda9fc64df0
Kawam-die-3,,Kawam,die,kud͡ʒur,kud͡ʒur,,,,,,,,
Taeme-die-1,,Taeme,die,kʷɪdɪʎ,kʷɪdɪʎ,,,,,,,,271be307f7e3a3a46df23aeff16373da
Taeme-die-2,,Taeme,die,kʷɪɖɪl,kʷɪɖɪl,,,,,,,,271be307f7e3a3a46df23aeff16373da
Taeme-die-3,,Taeme,die,kʷɪɖəʎ,kʷɪɖəʎ,,,,,,,,b4adb3491e6b5b997dbb6347f6b7bfb2
Taeme-die-4,,Taeme,die,kʷɪɖɘl,kʷɪɖɘl,,,,,,,,b4adb3491e6b5b997dbb6347f6b7bfb2
Agob-dig-1,,Agob,dig,kuɽkuɽ,kuɽkuɽ,,,,,,,,4b96bdb795032fb5c64e3b1d1b38d16c
Agob-dig-2,,Agob,dig,kuɽkuɽ,kuɽkuɽ,,,,,,,,4b96bdb795032fb5c64e3b1d1b38d16c
Em-dig-1,,Em,dig,nukuɽ,nukuɽ,,,,,,,,7c6799c91c70e56ea759fe205110f6c4
Em-dig-2,,Em,dig,nukuɽ,nukuɽ,,,,,,,,7c6799c91c70e56ea759fe205110f6c4
Ende-dig-1,,Ende,dig,kɪɽkɪɽ,kɪɽkɪɽ,,,,,,,,0de270cb09f67ea8bf91a4c0e6b62105
Ende-dig-2,,Ende,dig,kɘɽkɘɽɘ,kɘɽkɘɽɘ,,,,,,,,0de270cb09f67ea8bf91a4c0e6b62105
Idi-dig-1,,Idi,dig,k͡pʷolk͡pʷol,k͡pʷolk͡pʷol,,,,,,,,
Idi-dig-2,,Idi,dig,kʷʌlkʷʌl,kʷʌlkʷʌl,,,,,,,,
Kawam-dig-1,,Kawam,dig,kurkur,kurkur,,,,,,,,a142c9d1f545fb462b687ed76e2e5660
Kawam-dig-2,,Kawam,dig,kurkur,kurkur,,,,,,,,a142c9d1f545fb462b687ed76e2e5660
Kawam-dig-3,,Kawam,dig,kurkur,kurkur,,,,,,,,
Taeme-dig-1,,Taeme,dig,kʷuʎkʷuʎ,kʷuʎkʷuʎ,,,,,,,,
Taeme-dig-2,,Taeme,dig,kʷɪlkʷɪl,kʷɪlkʷɪl,,,,,,,,804b628ad47b8ebf00a2bb1a5db81166
Taeme-dig-3,,Taeme,dig,kʷɨlkʷɘl,kʷɨlkʷɘl,,,,,,,,804b628ad47b8ebf00a2bb1a5db81166
Taeme-dig-4,,Taeme,dig,kʷɪlkʷɪl,kʷɪlkʷɪl,,,,,,,,233d49382af2466268b4702cf455dd7d
Taeme-dig-5,,Taeme,dig,kʷɪlkʷɪl,kʷɪlkʷɪl,,,,,,,,233d49382af2466268b4702cf455dd7d
Agob-dive-1,,Agob,dive,miniŋ͡ɡ,miniŋ͡ɡ,,,,,,,,
Agob-dive-2,,Agob,dive,miniŋɡ,miniŋɡ,,,,,,,,
Taeme-dive-1,,Taeme,dive,kəm͡bəɡ,kəm͡bəɡ,,,,,,,,
Taeme-dive-2,,Taeme,dive,kəmbəɡ,kəmbəɡ,,,,,,,,
Agob-divide-1,,Agob,divide,pæpeɽd,pæpeɽd,,,,,,,,
Agob-divide-2,,Agob,divide,paɽkajm,paɽkajm,,,,,,,,
Agob-divide-3,,Agob,divide,pæpeɽd,pæpeɽd,,,,,,,,
Agob-divide-4,,Agob,divide,pɑɻkajm,pɑɻkajm,,,,,,,,
Taeme-divide-1,,Taeme,divide,palkeŋ͡ɡ,palkeŋ͡ɡ,,,,,,,,
Taeme-divide-2,,Taeme,divide,palkeŋɡ,palkeŋɡ,,,,,,,,
Agob-dog-1,,Agob,dog,dɵrɵŋ,dɵrɵŋ,,,,,,,,c351b09b6f684d5023981881ba0b844e
Agob-dog-2,,Agob,dog,dʌrʌŋ,dʌrʌŋ,,,,,,,,c351b09b6f684d5023981881ba0b844e
Em-dog-1,,Em,dog,doroŋ,doroŋ,,,,,,,,de7befa0a9c28c4b94fb58e4ffc87c7e
Em-dog-2,,Em,dog,doroŋ,doroŋ,,,,,,,,de7befa0a9c28c4b94fb58e4ffc87c7e
Em-dog-3,,Em,dog,dərəŋ,dərəŋ,,,,,,,,
Ende-dog-1,,Ende,dog,dərəŋ,dərəŋ,,,,,,,,776b22873714ac83b65fd3663cffd3d9
Ende-dog-2,,Ende,dog,dərəŋ,dərəŋ,,,,,,,,776b22873714ac83b65fd3663cffd3d9
Idi-dog-1,,Idi,dog,dɐrɐŋ͡ɡ,dɐrɐŋ͡ɡ,,,,,,,,
Idi-dog-2,,Idi,dog,dərəŋɡ,dərəŋɡ,,,,,,,,
Kawam-dog-1,,Kawam,dog,doroŋ,doroŋ,,,,,,,,583aa2bce6e5e1c96032b4e82b99a763
Kawam-dog-2,,Kawam,dog,dʌrəŋ,dʌrəŋ,,,,,,,,583aa2bce6e5e1c96032b4e82b99a763
Kawam-dog-3,,Kawam,dog,dʌrʌŋ,dʌrʌŋ,,,,,,,,
Taeme-dog-1,,Taeme,dog,dərəŋ,dərəŋ,,,,,,,,5a4f6fcee50ffc4bf2c1e910c41dcf85
Taeme-dog-2,,Taeme,dog,dərəŋ,dərəŋ,,,,,,,,5a4f6fcee50ffc4bf2c1e910c41dcf85
Taeme-dog-3,,Taeme,dog,dərəŋ,dərəŋ,,,,,,,,3700d66717cedfeb8a27c44d9b7b6bab
Taeme-dog-4,,Taeme,dog,dərəŋ,dərəŋ,,,,,,,,214acc58c66aa9eb54c9c38cbfb64541
Taeme-dog-5,,Taeme,dog,dərəŋ,dərəŋ,,,,,,,,214acc58c66aa9eb54c9c38cbfb64541
Agob-dream-n-1,,Agob,dream-n,jan,jan,,,,,,,,df60f95c38ce9bb810abdcf5e01b0126
Agob-dream-n-2,,Agob,dream-n,jan,jan,,,,,,,,df60f95c38ce9bb810abdcf5e01b0126
Em-dream-n-1,,Em,dream-n,jon,jon,,,,,,,,1a03982581ae8f0c7d988125df4f88a3
Em-dream-n-2,,Em,dream-n,jon,jon,,,,,,,,1a03982581ae8f0c7d988125df4f88a3
Ende-dream-n-1,,Ende,dream-n,jon,jon,,,,,,,,2c474958b38e2038142c4f0c193d42f6
Ende-dream-n-2,,Ende,dream-n,jon,jon,,,,,,,,2c474958b38e2038142c4f0c193d42f6
Kawam-dream-n-1,,Kawam,dream-n,jon,jon,,,,,,,,7e99445a62d4fc19232904fa058348cc
Kawam-dream-n-2,,Kawam,dream-n,jən,jən,,,,,,,,7e99445a62d4fc19232904fa058348cc
Kawam-dream-n-3,,Kawam,dream-n,jən,jən,,,,,,,,
Taeme-dream-n-1,,Taeme,dream-n,jon,jon,,,,,,,,ec87ccdf286158daaf621a938cce172d
Taeme-dream-n-2,,Taeme,dream-n,jon,jon,,,,,,,,ec87ccdf286158daaf621a938cce172d
Kawam-drink-1,,Kawam,drink,næni,næni,,,,,,,,
Agob-drink-v-1,,Agob,drink-v,næne,næne,,,,,,,,f365a6afb467b8f979afe9a703417004
Agob-drink-v-2,,Agob,drink-v,næne,næne,,,,,,,,f365a6afb467b8f979afe9a703417004
Em-drink-v-1,,Em,drink-v,none,none,,,,,,,,aba2054525d93a5181c6bea7b2b9fb54
Em-drink-v-2,,Em,drink-v,none,none,,,,,,,,aba2054525d93a5181c6bea7b2b9fb54
Ende-drink-v-1,,Ende,drink-v,nane,nane,,,,,,,,309c2c77ab6eecd82b61a9f2c49873fb
Ende-drink-v-2,,Ende,drink-v,nane,nane,,,,,,,,309c2c77ab6eecd82b61a9f2c49873fb
Kawam-drink-v-1,,Kawam,drink-v,næne,næne,,,,,,,,3b80932a06544669f5bcae48b31e5253
Kawam-drink-v-2,,Kawam,drink-v,næne,næne,,,,,,,,3b80932a06544669f5bcae48b31e5253
Taeme-drink-v-1,,Taeme,drink-v,næne,næne,,,,,,,,87ceca3511b398e9ec68f5583084b6cd
Taeme-drink-v-2,,Taeme,drink-v,næne,næne,,,,,,,,87ceca3511b398e9ec68f5583084b6cd
Agob-drown-1,,Agob,drown,mon͡ɖmon͡ɖ,mon͡ɖmon͡ɖ,,,,,,,,
Agob-drown-2,,Agob,drown,moɳɖmoɳʈ,moɳɖmoɳʈ,,,,,,,,
Taeme-drown-1,,Taeme,drown,ɖən͡ɖəm,ɖən͡ɖəm,,,,,,,,25965b57fa465895c18e8b84ed6f6083
Taeme-drown-2,,Taeme,drown,ɖəɳɖəm,ɖəɳɖəm,,,,,,,,25965b57fa465895c18e8b84ed6f6083
Agob-drum-1,,Agob,drum,aɽɵp,aɽɵp,,,,,,,,c6ad493a2b7834490f785f15da6e683a
Agob-drum-2,,Agob,drum,aɽəp,aɽəp,,,,,,,,c6ad493a2b7834490f785f15da6e683a
Em-drum-1,,Em,drum,aɽop,aɽop,,,,,,,,69a7b441f6763925384865c0f56b5f25
Em-drum-2,,Em,drum,ɑɽop,ɑɽop,,,,,,,,69a7b441f6763925384865c0f56b5f25
Ende-drum-1,,Ende,drum,aɽəp,aɽəp,,,,,,,,24c15ab0c63d12db42dbb4ac8b540aac
Ende-drum-2,,Ende,drum,aɽəp,aɽəp,,,,,,,,24c15ab0c63d12db42dbb4ac8b540aac
Kawam-drum-1,,Kawam,drum,arəp,arəp,,,,,,,,588199b21322a8d573d3da0a7bd8a24f
Kawam-drum-2,,Kawam,drum,arəp,arəp,,,,,,,,588199b21322a8d573d3da0a7bd8a24f
Kawam-drum-3,,Kawam,drum,arəp,arəp,,,,,,,,
Taeme-drum-1,,Taeme,drum,elɪp,elɪp,,,,,,,,3c0325ba08a6a61687a8ca4b3ef8bd56
Taeme-drum-2,,Taeme,drum,æləp,æləp,,,,,,,,3c0325ba08a6a61687a8ca4b3ef8bd56
Taeme-drum-3,,Taeme,drum,ɛlɪp,ɛlɪp,,,,,,,,4fdd09fe8eb9120d78188784d5e334fb
Agob-dry-adj-1,,Agob,dry-adj,porol,porol,,,,,,,,83e43912cf2da4c56b0a1c32f6a72b3f
Agob-dry-adj-2,,Agob,dry-adj,pərəl,pərəl,,,,,,,,83e43912cf2da4c56b0a1c32f6a72b3f
Em-dry-adj-1,,Em,dry-adj,porol,porol,,,,,,,,57ba951aa396bb799425529d12bda9c9
Em-dry-adj-2,,Em,dry-adj,pʌrʌl,pʌrʌl,,,,,,,,57ba951aa396bb799425529d12bda9c9
Ende-dry-adj-1,,Ende,dry-adj,pərəl,pərəl,,,,,,,,e45e26c564a05ca63af3e0cb587ebd18
Ende-dry-adj-2,,Ende,dry-adj,pərəl,pərəl,,,,,,,,e45e26c564a05ca63af3e0cb587ebd18
Idi-dry-adj-1,,Idi,dry-adj,dɪdɪr,dɪdɪr,,,,,,,,
Idi-dry-adj-2,,Idi,dry-adj,pərəlʲ,pərəlʲ,,,,,,,,
Kawam-dry-adj-1,,Kawam,dry-adj,porol,porol,,,,,,,,1f0a1773afa923fa23bfdbffde4b984c
Kawam-dry-adj-2,,Kawam,dry-adj,pʌrʌl,pʌrʌl,,,,,,,,1f0a1773afa923fa23bfdbffde4b984c
Kawam-dry-adj-3,,Kawam,dry-adj,pʌrʌl,pʌrʌl,,,,,,,,
Taeme-dry-adj-1,,Taeme,dry-adj,pəreʎ,pəreʎ,,,,,,,,f2b6d077f93c7597ee098c6b376f13a9
Taeme-dry-adj-2,,Taeme,dry-adj,pərəʎ,pərəʎ,,,,,,,,f2b6d077f93c7597ee098c6b376f13a9
Taeme-dry-adj-3,,Taeme,dry-adj,pərəʎ,pərəʎ,,,,,,,,d94bc718981fa293db66585fb6a05c29
Taeme-dry-adj-4,,Taeme,dry-adj,pərɘlʲ,pərɘlʲ,,,,,,,,d94bc718981fa293db66585fb6a05c29
Agob-dry-season-1,,Agob,dry-season,jəbɵd,jəbɵd,,,,,,,,d584efef6aa026db55aa911bc11cea9c
Agob-dry-season-2,,Agob,dry-season,jəbʌd,jəbʌd,,,,,,,,d584efef6aa026db55aa911bc11cea9c
Em-dry-season-1,,Em,dry-season,jobod boŋ͡ɡ,jobod boŋ͡ɡ,,,,,,,,c77cede94a1da04a802d6aebf267f050
Em-dry-season-2,,Em,dry-season,jobodboŋ,jobodboŋ,,,,,,,,c77cede94a1da04a802d6aebf267f050
Ende-dry-season-1,,Ende,dry-season,jəbəd bəŋ,jəbəd bəŋ,,,,,,,,ee822fe9d9883710a0199624becf0733
Ende-dry-season-2,,Ende,dry-season,ebədbəŋ,ebədbəŋ,,,,,,,,ee822fe9d9883710a0199624becf0733
Kawam-dry-season-1,,Kawam,dry-season,joboɖ boŋ,joboɖ boŋ,,,,,,,,001f8f3e44f897389531b364cb03fbe0
Kawam-dry-season-2,,Kawam,dry-season,jəboɖboŋ,jəboɖboŋ,,,,,,,,001f8f3e44f897389531b364cb03fbe0
Kawam-dry-season-3,,Kawam,dry-season,jəbod͡ʒboŋ,jəbod͡ʒboŋ,,,,,,,,
Taeme-dry-season-1,,Taeme,dry-season,jæbəd bəŋ,jæbəd bəŋ,,,,,,,,238e6477cc933d95d4efc9cbd3059422
Taeme-dry-season-2,,Taeme,dry-season,jebədəbəŋ,jebədəbəŋ,,,,,,,,238e6477cc933d95d4efc9cbd3059422
Taeme-dry-season-3,,Taeme,dry-season,jəbədtərəp,jəbədtərəp,,,,,,,,f429c1a06b242de3e9acf33ff40001fb
Agob-eagle-1,,Agob,eagle,inpiak,inpiak,,,,,,,,097b39909d3bcb8eb905b251f1333387
Agob-eagle-2,,Agob,eagle,impijak,impijak,,,,,,,,097b39909d3bcb8eb905b251f1333387
Em-eagle-1,,Em,eagle,ɲoŋɡara,ɲoŋɡara,,,,,,,,df299adf2d172a2877591e4ef87cc3d6
Em-eagle-2,,Em,eagle,ɲoŋɡɑrə,ɲoŋɡɑrə,,,,,,,,df299adf2d172a2877591e4ef87cc3d6
Ende-eagle-1,,Ende,eagle,pidoɽ,pidoɽ,,,,,,,,488815899180a9fd170a1b6eed77e0c2
Ende-eagle-2,,Ende,eagle,inpiak,inpiak,,,,,,,,
Kawam-eagle-1,,Kawam,eagle,inpiak,inpiak,,,,,,,,6372f3470d8581d1d5081a0d3ad37d95
Kawam-eagle-2,,Kawam,eagle,impijak,impijak,,,,,,,,6372f3470d8581d1d5081a0d3ad37d95
Kawam-eagle-3,,Kawam,eagle,impjak,impjak,,,,,,,,
Taeme-eagle-1,,Taeme,eagle,pidur,pidur,,,,,,,,3ab01cd74292e5451eac1dd922b6e142
Taeme-eagle-2,,Taeme,eagle,pidʉr,pidʉr,,,,,,,,3ab01cd74292e5451eac1dd922b6e142
Taeme-eagle-3,,Taeme,eagle,inpjak,inpjak,,,,,,,,2663faa36b90c6745123cef099dac1ae
Agob-ear-1,,Agob,ear,ɽen,ɽen,,,,,,,,6c166379e363adcd9f27f1b8128dd447
Agob-ear-2,,Agob,ear,ɽɛn,ɽɛn,,,,,,,,6c166379e363adcd9f27f1b8128dd447
Em-ear-1,,Em,ear,ɽan,ɽan,,,,,,,,dfa4c16c110b56a06c73a97c80423b94
Em-ear-2,,Em,ear,ɽan,ɽan,,,,,,,,dfa4c16c110b56a06c73a97c80423b94
Ende-ear-1,,Ende,ear,ɽan,ɽan,,,,,,,,a72a720ed7b0d0a81eb32fff57a01893
Ende-ear-2,,Ende,ear,ɽan,ɽan,,,,,,,,a72a720ed7b0d0a81eb32fff57a01893
Idi-ear-1,,Idi,ear,lanɖ,lanɖ,,,,,,,,
Idi-ear-2,,Idi,ear,laɳɖ,laɳɖ,,,,,,,,
Kawam-ear-1,,Kawam,ear,ran,ran,,,,,,,,3a9d6aa61a2eeaf9e86faec54a37723f
Kawam-ear-2,,Kawam,ear,ɹɐn,ɹɐn,,,,,,,,3a9d6aa61a2eeaf9e86faec54a37723f
Kawam-ear-3,,Kawam,ear,ran,ran,,,,,,,,
Taeme-ear-1,,Taeme,ear,lan,lan,,,,,,,,4da8e47909a9ddcaeb685b3b75d09540
Taeme-ear-2,,Taeme,ear,lan,lan,,,,,,,,4da8e47909a9ddcaeb685b3b75d09540
Taeme-ear-3,,Taeme,ear,lan,lan,,,,,,,,7866ebe0966d50d577689b0417d0560d
Taeme-ear-4,,Taeme,ear,lan,lan,,,,,,,,7866ebe0966d50d577689b0417d0560d
Agob-earth-1,,Agob,earth,pele,pele,,,,,,,,87808639c5548dc5bef2a710c1dee6fb
Agob-earth-2,,Agob,earth,pele,pele,,,,,,,,87808639c5548dc5bef2a710c1dee6fb
Em-earth-1,,Em,earth,ekakɽe,ekakɽe,,,,,,,,3a97c61158419b61f66385e756f97452
Em-earth-2,,Em,earth,ekakɽe,ekakɽe,,,,,,,,3a97c61158419b61f66385e756f97452
Ende-earth-1,,Ende,earth,ekakɽe,ekakɽe,,,,,,,,8f712163885f3ac8bf2859b1146e26bf
Ende-earth-2,,Ende,earth,jɛkɑkɽe,jɛkɑkɽe,,,,,,,,8f712163885f3ac8bf2859b1146e26bf
Kawam-earth-1,,Kawam,earth,kakri,kakri,,,,,,,,8402495b39530889f3e73fe96f5e8e87
Kawam-earth-2,,Kawam,earth,kakre,kakre,,,,,,,,8402495b39530889f3e73fe96f5e8e87
Kawam-earth-3,,Kawam,earth,kakre,kakre,,,,,,,,
Taeme-earth-1,,Taeme,earth,jekakle,jekakle,,,,,,,,5114f6c10ca320ca48db07385d79cff0
Taeme-earth-2,,Taeme,earth,jɛkɑkle,jɛkɑkle,,,,,,,,5114f6c10ca320ca48db07385d79cff0
Taeme-earth-3,,Taeme,earth,jekakle,jekakle,,,,,,,,d5c98049f62eab4438d6abdcf0337ec3
Agob-eat-1,,Agob,eat,otot,otot,,,,,,,,5db7cdcf8968ac54bc3528ab24c49b89
Agob-eat-2,,Agob,eat,otot,otot,,,,,,,,5db7cdcf8968ac54bc3528ab24c49b89
Em-eat-1,,Em,eat,duwem aɡ,duwem aɡ,,,,,,,,38345df3c6ca6c4d95136ff9ffdbafaf
Em-eat-2,,Em,eat,duwɛmak,duwɛmak,,,,,,,,38345df3c6ca6c4d95136ff9ffdbafaf
Ende-eat-1,,Ende,eat,duwem,duwem,,,,,,,,59fae4b9d17eaf2ef3339c13ae98c879
Ende-eat-2,,Ende,eat,duwem,duwem,,,,,,,,59fae4b9d17eaf2ef3339c13ae98c879
Kawam-eat-1,,Kawam,eat,duwem,duwem,,,,,,,,c151897f08835f9cd9adb307e3f99be2
Kawam-eat-2,,Kawam,eat,duwem,duwem,,,,,,,,c151897f08835f9cd9adb307e3f99be2
Kawam-eat-3,,Kawam,eat,duwem,duwem,,,,,,,,
Taeme-eat-1,,Taeme,eat,duwim,duwim,,,,,,,,6e2a0e1d639cf12d75db5121993f55f8
Taeme-eat-2,,Taeme,eat,duwim,duwim,,,,,,,,6e2a0e1d639cf12d75db5121993f55f8
Agob-echidna-1,,Agob,echidna,kəmɽa,kəmɽa,,,,,,,,29dac5529bfc9139902d8a243c77d5d7
Agob-echidna-2,,Agob,echidna,kəmɽa,kəmɽa,,,,,,,,29dac5529bfc9139902d8a243c77d5d7
Em-echidna-1,,Em,echidna,kəmɽa,kəmɽa,,,,,,,,b70ae89ca466e988c5438fecc8c82500
Em-echidna-2,,Em,echidna,kəmɽɐ,kəmɽɐ,,,,,,,,b70ae89ca466e988c5438fecc8c82500
Ende-echidna-1,,Ende,echidna,kəmɽa,kəmɽa,,,,,,,,063a7e5eac2616169eef397273370302
Ende-echidna-2,,Ende,echidna,kəmɽɐ,kəmɽɐ,,,,,,,,063a7e5eac2616169eef397273370302
Idi-echidna-1,,Idi,echidna,duwæɡ,duwæɡ,,,,,,,,
Idi-echidna-2,,Idi,echidna,duwɛɡ,duwɛɡ,,,,,,,,
Kawam-echidna-1,,Kawam,echidna,kəmra,kəmra,,,,,,,,656722950828d67207be695b58e5fe5e
Kawam-echidna-2,,Kawam,echidna,kəmra,kəmra,,,,,,,,656722950828d67207be695b58e5fe5e
Kawam-echidna-3,,Kawam,echidna,kəmra,kəmra,,,,,,,,
Kawam-echidna-4,,Kawam,echidna,kəmra,kəmra,,,,,,,,
Taeme-echidna-1,,Taeme,echidna,dueɡ,dueɡ,,,,,,,,7626a4157504c31ae929c9e2e124ca0a
Taeme-echidna-2,,Taeme,echidna,duwɛɡ,duwɛɡ,,,,,,,,7626a4157504c31ae929c9e2e124ca0a
Taeme-echidna-3,,Taeme,echidna,duwəɡ,duwəɡ,,,,,,,,65d27ce743c78ed6bc229ea96a8dd847
Agob-eel-1,,Agob,eel,pelam,pelam,,,,,,,,54a9129c457723c7f9ce3138628e0f64
Agob-eel-2,,Agob,eel,sami,sami,,,,,,,,b37eda93ad7e5fecabad85a8393147fc
Agob-eel-3,,Agob,eel,pelam,pelam,,,,,,,,54a9129c457723c7f9ce3138628e0f64
Agob-eel-4,,Agob,eel,sami,sami,,,,,,,,b37eda93ad7e5fecabad85a8393147fc
Em-eel-1,,Em,eel,sami,sami,,,,,,,,dcd6a66d71f4a60c79eed933ab4a9550
Em-eel-2,,Em,eel,sami,sami,,,,,,,,dcd6a66d71f4a60c79eed933ab4a9550
Ende-eel-1,,Ende,eel,dom͡pak,dom͡pak,,,,,,,,a639f50703e3017e2f9737d6b5a61ef9
Ende-eel-2,,Ende,eel,dompak,dompak,,,,,,,,a639f50703e3017e2f9737d6b5a61ef9
Kawam-eel-1,,Kawam,eel,dom͡bak,dom͡bak,,,,,,,,cfe037c74625fae41b86616581bbeb25
Kawam-eel-2,,Kawam,eel,dombak,dombak,,,,,,,,cfe037c74625fae41b86616581bbeb25
Kawam-eel-3,,Kawam,eel,dəmbak,dəmbak,,,,,,,,
Taeme-eel-1,,Taeme,eel,dom͡bak,dom͡bak,,,,,,,,bddd1a11fbe85540cd1368e5ffda6ca8
Taeme-eel-2,,Taeme,eel,dombɐk,dombɐk,,,,,,,,bddd1a11fbe85540cd1368e5ffda6ca8
Taeme-eel-3,,Taeme,eel,dombak,dombak,,,,,,,,d10b20274232c8b5edbb4c0ef18961ce
Agob-egg-1,,Agob,egg,kɵp,kɵp,,,,,,,,b31ec02bff1fd7fe27ef0aa625b08aaf
Agob-egg-2,,Agob,egg,kʌp,kʌp,,,,,,,,b31ec02bff1fd7fe27ef0aa625b08aaf
Em-egg-1,,Em,egg,dirom kop,dirom kop,,,,,,,,fe9f1c5884968ab26b359d20769452a4
Em-egg-2,,Em,egg,diroŋkop,diroŋkop,,,,,,,,fe9f1c5884968ab26b359d20769452a4
Ende-egg-1,,Ende,egg,kəp,kəp,,,,,,,,6878291461dd74ccfa941c30f7cb149f
