ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,Audio_Files
Kawam-lizard-frill-necked-3,,Kawam,lizard-frill-necked,əŋɡar,əŋɡar,,,,,,,,
Taeme-lizard-frill-necked-1,,Taeme,lizard-frill-necked,lan͡ɖaɡ,lan͡ɖaɡ,,,,,,,,26d476735995f9598236b13110299213
Taeme-lizard-frill-necked-2,,Taeme,lizard-frill-necked,laɳɖəɡ,laɳɖəɡ,,,,,,,,26d476735995f9598236b13110299213
Taeme-lizard-frill-necked-3,,Taeme,lizard-frill-necked,laɳɖɐɡ,laɳɖɐɡ,,,,,,,,3f1a86f920e336667198ac6a69ce5873
Agob-lizard-small-1,,Agob,lizard-small,pipɽo,pipɽo,,,,,,,,7a8d0532e6c3d0c6e3f94074f80cd7ad
Agob-lizard-small-2,,Agob,lizard-small,pipɹo,pipɹo,,,,,,,,7a8d0532e6c3d0c6e3f94074f80cd7ad
Agob-lizard-small-3,,Agob,lizard-small,pipɽo,pipɽo,,,,,,,,4cd760b639e2f8faea82cc451c99952f
Agob-lizard-small-4,,Agob,lizard-small,pipɽo,pipɽo,,,,,,,,4cd760b639e2f8faea82cc451c99952f
Agob-lizard-small-5,,Agob,lizard-small,pipro,pipro,,,,,,,,
Em-lizard-small-1,,Em,lizard-small,pipɽo,pipɽo,,,,,,,,9c3f8b05d65c8fbad8093465b362b2fb
Em-lizard-small-2,,Em,lizard-small,pipɽo,pipɽo,,,,,,,,9c3f8b05d65c8fbad8093465b362b2fb
Em-lizard-small-3,,Em,lizard-small,pipɽɔ,pipɽɔ,,,,,,,,12da8c0d6f3ed2a27ca54c0e7e3defd7
Ende-lizard-small-1,,Ende,lizard-small,pipɽo,pipɽo,,,,,,,,3ca308cc8be1f8667b771876ee8028ce
Ende-lizard-small-2,,Ende,lizard-small,pipɽo,pipɽo,,,,,,,,3ca308cc8be1f8667b771876ee8028ce
Ende-lizard-small-3,,Ende,lizard-small,pipɽo,pipɽo,,,,,,,,b6fd4a762fde3da60d288a49a2cfc57e
Idi-lizard-small-1,,Idi,lizard-small,piplu,piplu,,,,,,,,
Idi-lizard-small-2,,Idi,lizard-small,piplu,piplu,,,,,,,,
Idi-lizard-small-3,,Idi,lizard-small,piplu,piplu,,,,,,,,
Idi-lizard-small-4,,Idi,lizard-small,piplu,piplu,,,,,,,,
Kawam-lizard-small-1,,Kawam,lizard-small,pipro,pipro,,,,,,,,e6b16dce646a137dda6509885d896b1d
Kawam-lizard-small-2,,Kawam,lizard-small,pipro,pipro,,,,,,,,aa03aea15966f16ae4519231936474e5
Kawam-lizard-small-3,,Kawam,lizard-small,pipɹo,pipɹo,,,,,,,,aa03aea15966f16ae4519231936474e5
Kawam-lizard-small-4,,Kawam,lizard-small,piprɔ,piprɔ,,,,,,,,
Taeme-lizard-small-1,,Taeme,lizard-small,pipʎu,pipʎu,,,,,,,,
Taeme-lizard-small-2,,Taeme,lizard-small,pipʎu,pipʎu,,,,,,,,87161c98260325f63a498aaaa0cfa5b2
Taeme-lizard-small-3,,Taeme,lizard-small,piplu,piplu,,,,,,,,87161c98260325f63a498aaaa0cfa5b2
Taeme-lizard-small-4,,Taeme,lizard-small,piplu,piplu,,,,,,,,5cd99f1bc805b13ee3fd928f68d49b90
Taeme-lizard-small-5,,Taeme,lizard-small,piplu,piplu,,,,,,,,5cd99f1bc805b13ee3fd928f68d49b90
Taeme-lizard-small-6,,Taeme,lizard-small,piplu,piplu,,,,,,,,aff9da230e27d77ca5b3840dfc5e3f6a
Taeme-lizard-small-7,,Taeme,lizard-small,piplu,piplu,,,,,,,,aff9da230e27d77ca5b3840dfc5e3f6a
Agob-log-1,,Agob,log,ɽo pæʈ,ɽo pæʈ,,,,,,,,de76908f53327858597ff028072ea546
Agob-log-2,,Agob,log,ɽopæʈ͡ʂ,ɽopæʈ͡ʂ,,,,,,,,de76908f53327858597ff028072ea546
Em-log-1,,Em,log,pɑʈ,pɑʈ,,,,,,,,c36ab51ec32520b32eea1ba74924e238
Ende-log-1,,Ende,log,paʈ,paʈ,,,,,,,,3bbf9e80ab6680cd305e3deedb30c80c
Ende-log-2,,Ende,log,pɑʈ͡ʂ,pɑʈ͡ʂ,,,,,,,,3bbf9e80ab6680cd305e3deedb30c80c
Idi-log-1,,Idi,log,pæʈ,pæʈ,,,,,,,,
Idi-log-2,,Idi,log,pæʈ͡ʂ,pæʈ͡ʂ,,,,,,,,
Kawam-log-1,,Kawam,log,paʈ,paʈ,,,,,,,,aaea8d22ba4952fdaa0705882088e88e
Kawam-log-2,,Kawam,log,paʈ͡ʂ,paʈ͡ʂ,,,,,,,,aaea8d22ba4952fdaa0705882088e88e
Kawam-log-3,,Kawam,log,pɔt͡ʃ,pɔt͡ʃ,,,,,,,,
Taeme-log-1,,Taeme,log,lu pæʈ,lu pæʈ,,,,,,,,388f08ce15dee65a50ec2a9af697c442
Taeme-log-2,,Taeme,log,lupɛʈ,lupɛʈ,,,,,,,,388f08ce15dee65a50ec2a9af697c442
Taeme-log-3,,Taeme,log,pæʈ,pæʈ,,,,,,,,0d7adb7fa8551454a0f9ef430d02d75a
Taeme-log-4,,Taeme,log,pæʈ,pæʈ,,,,,,,,0d7adb7fa8551454a0f9ef430d02d75a
Agob-long-1,,Agob,long,sezaɡ,sezaɡ,,,,,,,,8cf533cb1d9db5ca744ad45dfb06494a
Agob-long-2,,Agob,long,sezaɡ,sezaɡ,,,,,,,,8cf533cb1d9db5ca744ad45dfb06494a
Em-long-1,,Em,long,tupi abal,tupi abal,,,,,,,,b703e7914036b25b93ed02d6b85c58af
Em-long-2,,Em,long,tupiabal,tupiabal,,,,,,,,b703e7914036b25b93ed02d6b85c58af
Ende-long-1,,Ende,long,tupi,tupi,,,,,,,,29a9162883036205436f9f684702322f
Ende-long-2,,Ende,long,tupi,tupi,,,,,,,,29a9162883036205436f9f684702322f
Kawam-long-1,,Kawam,long,ʈopi,ʈopi,,,,,,,,b770b3d679e3d628888f8d266cacf059
Kawam-long-2,,Kawam,long,ʈ͡ʂopi,ʈ͡ʂopi,,,,,,,,b770b3d679e3d628888f8d266cacf059
Kawam-long-3,,Kawam,long,ʈ͡ʂʌpi,ʈ͡ʂʌpi,,,,,,,,
Taeme-long-1,,Taeme,long,tope,tope,,,,,,,,607069b7a3cb7833a9efd3880ceab195
Taeme-long-2,,Taeme,long,tope,tope,,,,,,,,607069b7a3cb7833a9efd3880ceab195
Agob-louse-1,,Agob,louse,kəbæn,kəbæn,,,,,,,,dd0e0557fc2a2db38b67978113b7072a
Agob-louse-2,,Agob,louse,kəbɛn,kəbɛn,,,,,,,,dd0e0557fc2a2db38b67978113b7072a
Em-louse-1,,Em,louse,koben,koben,,,,,,,,5f14b4101c26e3cea70376e781e88a58
Em-louse-2,,Em,louse,kɔben,kɔben,,,,,,,,5f14b4101c26e3cea70376e781e88a58
Ende-louse-1,,Ende,louse,kəban,kəban,,,,,,,,fd3079c47425b992adb31c3b88236d84
Ende-louse-2,,Ende,louse,kəbɑn,kəbɑn,,,,,,,,fd3079c47425b992adb31c3b88236d84
Kawam-louse-1,,Kawam,louse,kəbæn,kəbæn,,,,,,,,20235a9bd797a5f841104a3deece974a
Kawam-louse-2,,Kawam,louse,kəβæn,kəβæn,,,,,,,,20235a9bd797a5f841104a3deece974a
Kawam-louse-3,,Kawam,louse,kəbæn,kəbæn,,,,,,,,
Taeme-louse-1,,Taeme,louse,mən͡da,mən͡da,,,,,,,,bb24525b6fb86616a3f03d268aa8178f
Taeme-louse-2,,Taeme,louse,məndɐ,məndɐ,,,,,,,,bb24525b6fb86616a3f03d268aa8178f
Taeme-louse-3,,Taeme,louse,mənda,mənda,,,,,,,,9999c74430896f1e600c9918fc18a2e6
Taeme-lungs-1,,Taeme,lungs,kluli,kluli,,,,,,,,
Agob-make-1,,Agob,make,ŋisŋis,ŋisŋis,,,,,,,,78407246c99e8383202675c2749a4103
Agob-make-2,,Agob,make,ŋisŋis,ŋisŋis,,,,,,,,78407246c99e8383202675c2749a4103
Em-make-1,,Em,make,naŋes,naŋes,,,,,,,,4d4e05bda41415d225cf754608facb20
Em-make-2,,Em,make,naŋes,naŋes,,,,,,,,4d4e05bda41415d225cf754608facb20
Ende-make-1,,Ende,make,ŋasŋes,ŋasŋes,,,,,,,,a687e9db8a9bfe28f22811819ded4d35
Ende-make-2,,Ende,make,ŋɑsŋes,ŋɑsŋes,,,,,,,,a687e9db8a9bfe28f22811819ded4d35
Kawam-make-1,,Kawam,make,ŋæsŋes,ŋæsŋes,,,,,,,,9089a5826f54e6b41ec7c0e303ebbc48
Kawam-make-2,,Kawam,make,ŋasŋes,ŋasŋes,,,,,,,,9089a5826f54e6b41ec7c0e303ebbc48
Kawam-make-3,,Kawam,make,ŋæsŋɪs,ŋæsŋɪs,,,,,,,,
Taeme-make-1,,Taeme,make,naŋes,naŋes,,,,,,,,97a11712584a61b8965e5bd46b6e486f
Taeme-make-2,,Taeme,make,naŋɪs,naŋɪs,,,,,,,,97a11712584a61b8965e5bd46b6e486f
Agob-make-fun-1,,Agob,make-fun,bɵrdɵn,bɵrdɵn,,,,,,,,
Agob-make-fun-2,,Agob,make-fun,bʌɹdʌn,bʌɹdʌn,,,,,,,,
Taeme-make-fun-1,,Taeme,make-fun,bən͡zrobən͡zro,bən͡zrobən͡zro,,,,,,,,
Taeme-make-fun-2,,Taeme,make-fun,bənzrobənzro,bənzrobənzro,,,,,,,,
Idi-male-animal-1,,Idi,male-animal,bɪlɪbi,bɪlɪbi,,,,,,,,
Agob-man-1,,Agob,man,ɽabo,ɽabo,,,,,,,,27fd8fb726bacc1672be86e9854ebb45
Agob-man-2,,Agob,man,ɽabo,ɽabo,,,,,,,,27fd8fb726bacc1672be86e9854ebb45
Em-man-1,,Em,man,ɽa,ɽa,,,,,,,,5e093236fe0ac2650d1a631271064629
Em-man-2,,Em,man,ɽaβo,ɽaβo,,,,,,,,ec16bc3ce0956189fdaa5031a285ee41
Ende-man-1,,Ende,man,ɽa,ɽa,,,,,,,,b695e2a2a41eb4d69db734577a991f2f
Ende-man-2,,Ende,man,ɽa,ɽa,,,,,,,,b695e2a2a41eb4d69db734577a991f2f
Idi-man-1,,Idi,man,la,la,,,,,,,,
Idi-man-2,,Idi,man,la,la,,,,,,,,
Kawam-man-1,,Kawam,man,ra,ra,,,,,,,,2ac8d82325dfd9bd401e26c7d7327e9c
Kawam-man-2,,Kawam,man,ra,ra,,,,,,,,2ac8d82325dfd9bd401e26c7d7327e9c
Kawam-man-3,,Kawam,man,ra,ra,,,,,,,,
Taeme-man-1,,Taeme,man,la,la,,,,,,,,a169dcbd712972d0b3b3c0c7ab9c5c66
Taeme-man-2,,Taeme,man,la,la,,,,,,,,a169dcbd712972d0b3b3c0c7ab9c5c66
Taeme-man-3,,Taeme,man,la,la,,,,,,,,d799936e3bfa1cab866e40642bae7c47
Agob-man-old-1,,Agob,man-old,ɽaboɽate,ɽaboɽate,,,,,,,,c7eefbffa757b6938b0b2ddccf351401
Agob-man-old-2,,Agob,man-old,ɽaboɽate,ɽaboɽate,,,,,,,,c7eefbffa757b6938b0b2ddccf351401
Em-man-old-1,,Em,man-old,ɽamda,ɽamda,,,,,,,,35690e2278f75e9839a7e02687874461
Em-man-old-2,,Em,man-old,ɽamda,ɽamda,,,,,,,,35690e2278f75e9839a7e02687874461
Ende-man-old-1,,Ende,man-old,ɽamda,ɽamda,,,,,,,,f598dd58fe26cec6dd83c39414013e7d
Ende-man-old-2,,Ende,man-old,ɽamdɐ,ɽamdɐ,,,,,,,,f598dd58fe26cec6dd83c39414013e7d
Kawam-man-old-1,,Kawam,man-old,ramda,ramda,,,,,,,,da77461aacd5d4f4db775caa8d9671eb
Kawam-man-old-2,,Kawam,man-old,ramda,ramda,,,,,,,,da77461aacd5d4f4db775caa8d9671eb
Taeme-man-old-1,,Taeme,man-old,la məɡ,la məɡ,,,,,,,,c7f952cfb8ea2212827530c1a2588de1
Taeme-man-old-2,,Taeme,man-old,laməɡə,laməɡə,,,,,,,,c7f952cfb8ea2212827530c1a2588de1
Taeme-man-old-3,,Taeme,man-old,lamwəlɡ,lamwəlɡ,,,,,,,,8bb1a5fddc6f12f34ba3eca93b958646
Agob-many-1,,Agob,many,kæmibi,kæmibi,,,,,,,,43ddf7c7284f627f37412950723ceb13
Agob-many-2,,Agob,many,kæmibi,kæmibi,,,,,,,,43ddf7c7284f627f37412950723ceb13
Em-many-1,,Em,many,kemibi,kemibi,,,,,,,,7fa46b397ec51a459bec470cf8f5f9e9
Em-many-2,,Em,many,kɛmibi,kɛmibi,,,,,,,,7fa46b397ec51a459bec470cf8f5f9e9
Ende-many-1,,Ende,many,juwoɡ,juwoɡ,,,,,,,,9585dbb79e7c91a8b3689b33c8326334
Ende-many-2,,Ende,many,juwoɡ,juwoɡ,,,,,,,,9585dbb79e7c91a8b3689b33c8326334
Kawam-many-1,,Kawam,many,kemibi,kemibi,,,,,,,,1bffecc49ab8490f95de9662a0c6ad37
Kawam-many-2,,Kawam,many,kɛmɪbi,kɛmɪbi,,,,,,,,1bffecc49ab8490f95de9662a0c6ad37
Kawam-many-3,,Kawam,many,kɛmibi,kɛmibi,,,,,,,,
Taeme-many-1,,Taeme,many,kæmibi,kæmibi,,,,,,,,60318cb8931d7332352d0abd091cf0a5
Taeme-many-2,,Taeme,many,kamɪbɪ,kamɪbɪ,,,,,,,,60318cb8931d7332352d0abd091cf0a5
Agob-meat-1,,Agob,meat,mid,mid,,,,,,,,50b51ec751d86938877b087ddb8df8f3
Agob-meat-2,,Agob,meat,mid,mid,,,,,,,,50b51ec751d86938877b087ddb8df8f3
Em-meat-1,,Em,meat,miɖ,miɖ,,,,,,,,d82863c6ff9930334e51651f7d02fbb1
Em-meat-2,,Em,meat,miɖ,miɖ,,,,,,,,d82863c6ff9930334e51651f7d02fbb1
Ende-meat-1,,Ende,meat,miɖ,miɖ,,,,,,,,9c6b0ade271dcf24612219b6b55d1d9f
Ende-meat-2,,Ende,meat,miɖ,miɖ,,,,,,,,9c6b0ade271dcf24612219b6b55d1d9f
Kawam-meat-1,,Kawam,meat,miɖ,miɖ,,,,,,,,c1169567c91100c044277734cd0f5ea0
Kawam-meat-2,,Kawam,meat,miɖ,miɖ,,,,,,,,c1169567c91100c044277734cd0f5ea0
Kawam-meat-3,,Kawam,meat,mid͡ʒ,mid͡ʒ,,,,,,,,
Taeme-meat-1,,Taeme,meat,miɖ,miɖ,,,,,,,,567d643ef49736892c425a9a866fd40d
Taeme-meat-2,,Taeme,meat,miɖ,miɖ,,,,,,,,567d643ef49736892c425a9a866fd40d
Taeme-meat-3,,Taeme,meat,miɖ,miɖ,,,,,,,,454790e9c8b062a2ed667d8c2f35d684
Agob-mind-v-1,,Agob,mind-v,ŋunuŋ͡ɡ,ŋunuŋ͡ɡ,,,,,,,,
Agob-mind-v-2,,Agob,mind-v,ŋunuŋɡ,ŋunuŋɡ,,,,,,,,
Taeme-mix-1,,Taeme,mix,klojkloj,klojkloj,,,,,,,,
Agob-moon-1,,Agob,moon,kʷak,kʷak,,,,,,,,8ae070d345d517af13d442b95a0fa00b
Agob-moon-2,,Agob,moon,kʷɑk,kʷɑk,,,,,,,,8ae070d345d517af13d442b95a0fa00b
Em-moon-1,,Em,moon,kok,kok,,,,,,,,195af78640184e9ec3a58c85ae3006b3
Em-moon-2,,Em,moon,kok,kok,,,,,,,,195af78640184e9ec3a58c85ae3006b3
Ende-moon-1,,Ende,moon,kok,kok,,,,,,,,b175b8a2d2ebed25dbc10f858407e179
Ende-moon-2,,Ende,moon,kok,kok,,,,,,,,b175b8a2d2ebed25dbc10f858407e179
Idi-moon-1,,Idi,moon,k͡pʷak,k͡pʷak,,,,,,,,
Idi-moon-2,,Idi,moon,kʷak,kʷak,,,,,,,,
Idi-moon-3,,Idi,moon,kʷak,kʷak,,,,,,,,
Idi-moon-4,,Idi,moon,kwak,kwak,,,,,,,,
Kawam-moon-1,,Kawam,moon,kok,kok,,,,,,,,994955200ecff58adc00808e24b9a5d7
Kawam-moon-2,,Kawam,moon,kok,kok,,,,,,,,994955200ecff58adc00808e24b9a5d7
Kawam-moon-3,,Kawam,moon,kok,kok,,,,,,,,
Taeme-moon-1,,Taeme,moon,kʷak,kʷak,,,,,,,,d3e02ee11c42d11668b34559e53f13ee
Taeme-moon-2,,Taeme,moon,kʷɑk,kʷɑk,,,,,,,,d3e02ee11c42d11668b34559e53f13ee
Taeme-moon-3,,Taeme,moon,kʷɑk,kʷɑk,,,,,,,,c542345318e1eda20da00a24c93e3457
Agob-morning-1,,Agob,morning,ɡʷab,ɡʷab,,,,,,,,9af3a8c292107f139cf176afb3e891f6
Agob-morning-2,,Agob,morning,ɡʷab,ɡʷab,,,,,,,,9af3a8c292107f139cf176afb3e891f6
Em-morning-1,,Em,morning,bodbod,bodbod,,,,,,,,313e81210672558fbd81682301721dad
Em-morning-2,,Em,morning,bodwəd,bodwəd,,,,,,,,313e81210672558fbd81682301721dad
Ende-morning-1,,Ende,morning,aɡ,aɡ,,,,,,,,99aeaf033df7101239491e5aed85d5a9
Ende-morning-2,,Ende,morning,aɡ,aɡ,,,,,,,,99aeaf033df7101239491e5aed85d5a9
Kawam-morning-1,,Kawam,morning,boɖboɖ,boɖboɖ,,,,,,,,02418f9f212a74864c9a70c82421d5e1
Kawam-morning-2,,Kawam,morning,bəɖbɔɖ,bəɖbɔɖ,,,,,,,,02418f9f212a74864c9a70c82421d5e1
Kawam-morning-3,,Kawam,morning,bəd͡ʒbod͡ʒ,bəd͡ʒbod͡ʒ,,,,,,,,
Taeme-morning-1,,Taeme,morning,æɡ,æɡ,,,,,,,,fa5bb07f1a654b96deec170c524d10df
Taeme-morning-2,,Taeme,morning,æɡ,æɡ,,,,,,,,fa5bb07f1a654b96deec170c524d10df
Taeme-morning-3,,Taeme,morning,æɡ,æɡ,,,,,,,,e32afdcce162f232c27ea7d5f32b6dbc
Agob-mosquito-1,,Agob,mosquito,bɵn͡z,bɵn͡z,,,,,,,,c30599ce41b1ec32642ff0c3b967f494
Agob-mosquito-2,,Agob,mosquito,bʌnd͡ʒ,bʌnd͡ʒ,,,,,,,,c30599ce41b1ec32642ff0c3b967f494
Em-mosquito-1,,Em,mosquito,bon͡z,bon͡z,,,,,,,,a812b6879117973f1dbd88a74fe6fa72
Em-mosquito-2,,Em,mosquito,bond͡ʑ,bond͡ʑ,,,,,,,,a812b6879117973f1dbd88a74fe6fa72
Ende-mosquito-1,,Ende,mosquito,bən͡z,bən͡z,,,,,,,,456f35bac42184578cf50a29aa0fd9c8
Ende-mosquito-2,,Ende,mosquito,bənd͡z,bənd͡z,,,,,,,,456f35bac42184578cf50a29aa0fd9c8
Kawam-mosquito-1,,Kawam,mosquito,bon͡d͡ʒ,bon͡d͡ʒ,,,,,,,,2df4114828e2cf5a32ea57b330848a5b
Kawam-mosquito-2,,Kawam,mosquito,bɔnt͡ɕ,bɔnt͡ɕ,,,,,,,,2df4114828e2cf5a32ea57b330848a5b
Kawam-mosquito-3,,Kawam,mosquito,boɲt͡ɕ,boɲt͡ɕ,,,,,,,,
Taeme-mosquito-1,,Taeme,mosquito,jəŋən,jəŋən,,,,,,,,9a326f968a6878293d744f6a71e41e41
Taeme-mosquito-2,,Taeme,mosquito,jəŋən,jəŋən,,,,,,,,9a326f968a6878293d744f6a71e41e41
Taeme-mosquito-3,,Taeme,mosquito,jəŋan,jəŋan,,,,,,,,b40e59fddbb867b448a41d094d610b5c
Taeme-mosquito-4,,Taeme,mosquito,jəŋan,jəŋan,,,,,,,,b40e59fddbb867b448a41d094d610b5c
Taeme-mosquito-5,,Taeme,mosquito,jəŋan,jəŋan,,,,,,,,b4b4c932894a784ee38e5abd42764a37
Agob-mother-1,,Agob,mother,jai,jai,,,,,,,,bc2e4f6c2a49729152f613694655d8fb
Agob-mother-2,,Agob,mother,jaj,jaj,,,,,,,,bc2e4f6c2a49729152f613694655d8fb
Em-mother-1,,Em,mother,jai,jai,,,,,,,,9405468fb81710510af18bb1afd0cc2f
Em-mother-2,,Em,mother,jaj,jaj,,,,,,,,9405468fb81710510af18bb1afd0cc2f
Ende-mother-1,,Ende,mother,jaj,jaj,,,,,,,,3f676e7e321781a21513cca846643948
Ende-mother-2,,Ende,mother,jaj,jaj,,,,,,,,3f676e7e321781a21513cca846643948
Kawam-mother-1,,Kawam,mother,maɡ,maɡ,,,,,,,,8845462955b16b34154cffa88b412e69
Kawam-mother-2,,Kawam,mother,maɡ,maɡ,,,,,,,,8845462955b16b34154cffa88b412e69
Kawam-mother-3,,Kawam,mother,maɡ,maɡ,,,,,,,,
Taeme-mother-1,,Taeme,mother,nænæ,nænæ,,,,,,,,4fa79a01496e84d1fde8d730414677ee
Taeme-mother-2,,Taeme,mother,nænæ,nænæ,,,,,,,,4fa79a01496e84d1fde8d730414677ee
Agob-mountain-1,,Agob,mountain,tutu,tutu,,,,,,,,35ad64ec69091559d771fba14314bba6
Agob-mountain-2,,Agob,mountain,poɖo,poɖo,,,,,,,,d6cc30686e5b9e82978bc6082d3f208f
Agob-mountain-3,,Agob,mountain,tutu,tutu,,,,,,,,35ad64ec69091559d771fba14314bba6
Agob-mountain-4,,Agob,mountain,poɖo,poɖo,,,,,,,,d6cc30686e5b9e82978bc6082d3f208f
Ende-mountain-1,,Ende,mountain,tutu,tutu,,,,,,,,db3918905e523d3a40b5c01bb8e54a27
Ende-mountain-2,,Ende,mountain,tutu,tutu,,,,,,,,db3918905e523d3a40b5c01bb8e54a27
Kawam-mountain-1,,Kawam,mountain,tutu,tutu,,,,,,,,24e20c392213b4df9213db5d230ed529
Kawam-mountain-2,,Kawam,mountain,tʉtʉ,tʉtʉ,,,,,,,,24e20c392213b4df9213db5d230ed529
Kawam-mountain-3,,Kawam,mountain,tʉtʉ,tʉtʉ,,,,,,,,
Taeme-mountain-1,,Taeme,mountain,mæʈ dərəɡu,mæʈ dərəɡu,,,,,,,,83af397efb7b68df789bd5fb0ebdb97f
Taeme-mountain-2,,Taeme,mountain,mæʈdɘrɡu,mæʈdɘrɡu,,,,,,,,83af397efb7b68df789bd5fb0ebdb97f
Taeme-mountain-3,,Taeme,mountain,mæʈ͡ʂ,mæʈ͡ʂ,,,,,,,,4d64e792a477f7b4a492284a4630dfe8
Agob-mouth-1,,Agob,mouth,ume ʈɵp,ume ʈɵp,,,,,,,,07fe6623373042efeed0959db0f3fb94
Agob-mouth-2,,Agob,mouth,umeʈəp,umeʈəp,,,,,,,,07fe6623373042efeed0959db0f3fb94
Em-mouth-1,,Em,mouth,bod,bod,,,,,,,,2eed728ff4bbc84dfc814d203c1b59f0
Em-mouth-2,,Em,mouth,bod,bod,,,,,,,,2eed728ff4bbc84dfc814d203c1b59f0
Ende-mouth-1,,Ende,mouth,bod,bod,,,,,,,,5ace3939083c36308a3394b75161a517
Ende-mouth-2,,Ende,mouth,bod,bod,,,,,,,,5ace3939083c36308a3394b75161a517
Kawam-mouth-1,,Kawam,mouth,bod,bod,,,,,,,,9e18490746efd17e7305e3feaad12d2b
Kawam-mouth-2,,Kawam,mouth,bod,bod,,,,,,,,9e18490746efd17e7305e3feaad12d2b
Kawam-mouth-3,,Kawam,mouth,bod,bod,,,,,,,,
Taeme-mouth-1,,Taeme,mouth,bod,bod,,,,,,,,3c8448c71f4d9a626c967b239ebdb77e
Taeme-mouth-2,,Taeme,mouth,bod,bod,,,,,,,,3c8448c71f4d9a626c967b239ebdb77e
Taeme-mouth-3,,Taeme,mouth,bod,bod,,,,,,,,41f1d63dcbf75bec0609b51e1337635a
Taeme-mouth-4,,Taeme,mouth,bod,bod,,,,,,,,41f1d63dcbf75bec0609b51e1337635a
Agob-mud-1,,Agob,mud,tɵpi,tɵpi,,,,,,,,66b7c7cbb26e1f523907e1734f5f35ff
Agob-mud-2,,Agob,mud,tʌpi,tʌpi,,,,,,,,66b7c7cbb26e1f523907e1734f5f35ff
Em-mud-1,,Em,mud,ine koɽe,ine koɽe,,,,,,,,809e63bc7bc6813dbe775b1a9e16d921
Em-mud-2,,Em,mud,jinekoɽe,jinekoɽe,,,,,,,,809e63bc7bc6813dbe775b1a9e16d921
Ende-mud-1,,Ende,mud,ine kəɽa,ine kəɽa,,,,,,,,3b5323d3bf62066edbfe4664ea4554c4
Ende-mud-2,,Ende,mud,injekəɽɐ,injekəɽɐ,,,,,,,,3b5323d3bf62066edbfe4664ea4554c4
Kawam-mud-1,,Kawam,mud,ine kəre,ine kəre,,,,,,,,0a3015544712214741350d040c04a9ee
Kawam-mud-2,,Kawam,mud,ʈ͡ʂəpe,ʈ͡ʂəpe,,,,,,,,f5c1981f839d0ccf063fd2a8c93982c8
Kawam-mud-3,,Kawam,mud,ineqərɛ,ineqərɛ,,,,,,,,0a3015544712214741350d040c04a9ee
Kawam-mud-4,,Kawam,mud,inekərɛ,inekərɛ,,,,,,,,
Taeme-mud-1,,Taeme,mud,eni kəle,eni kəle,,,,,,,,2590e394aa9c80e8002caecbd396d56b
Taeme-mud-2,,Taeme,mud,jeniklə,jeniklə,,,,,,,,2590e394aa9c80e8002caecbd396d56b
Taeme-mud-3,,Taeme,mud,təppe,təppe,,,,,,,,102cc0c37c738a6f69bad9cdf247300c
Taeme-mushroom-1,,Taeme,mushroom,lat,lat,,,,,,,,
Agob-name-1,,Agob,name,bind,bind,,,,,,,,f7e984d83e8fdeb23e770adc97bbe6ec
Agob-name-2,,Agob,name,bind,bind,,,,,,,,f7e984d83e8fdeb23e770adc97bbe6ec
Em-name-1,,Em,name,bin,bin,,,,,,,,49a7db1bc63625e41b305dc4f2ab5a63
Em-name-2,,Em,name,bin,bin,,,,,,,,49a7db1bc63625e41b305dc4f2ab5a63
Ende-name-1,,Ende,name,bin,bin,,,,,,,,f3e51b3e132b9b2a26c68c58c422559b
Ende-name-2,,Ende,name,bin,bin,,,,,,,,f3e51b3e132b9b2a26c68c58c422559b
Kawam-name-1,,Kawam,name,bin,bin,,,,,,,,e43e220f1a83bc3c1eeffeb2e1953b4f
Kawam-name-2,,Kawam,name,bin,bin,,,,,,,,e43e220f1a83bc3c1eeffeb2e1953b4f
Kawam-name-3,,Kawam,name,bin,bin,,,,,,,,
Taeme-name-1,,Taeme,name,ben,ben,,,,,,,,170fc999a88bdaed9d946fb3e3fc9841
Taeme-name-2,,Taeme,name,ben,ben,,,,,,,,170fc999a88bdaed9d946fb3e3fc9841
Taeme-name-3,,Taeme,name,ben,ben,,,,,,,,72758bd790f7cdf5dbd064e9c3f0d6cb
Agob-namesake-1,,Agob,namesake,nadum,nadum,,,,,,,,5acdfcf1eecbe65c77a2cfeebc6d38c6
Agob-namesake-2,,Agob,namesake,naðum,naðum,,,,,,,,5acdfcf1eecbe65c77a2cfeebc6d38c6
Em-namesake-1,,Em,namesake,nadum,nadum,,,,,,,,d99f15724f71bfd32f2e96ffd07d7951
Em-namesake-2,,Em,namesake,nadum,nadum,,,,,,,,d99f15724f71bfd32f2e96ffd07d7951
Ende-namesake-1,,Ende,namesake,nadum,nadum,,,,,,,,7f062eb1caacf910a7686b6265afb3f6
Ende-namesake-2,,Ende,namesake,binaŋ,binaŋ,,,,,,,,81fdf7c8fc50da747bcce031bc6be32e
Ende-namesake-3,,Ende,namesake,nadum,nadum,,,,,,,,7f062eb1caacf910a7686b6265afb3f6
Ende-namesake-4,,Ende,namesake,binəŋ,binəŋ,,,,,,,,81fdf7c8fc50da747bcce031bc6be32e
Kawam-namesake-1,,Kawam,namesake,binaŋ,binaŋ,,,,,,,,517b0a1cdbafbf6c79f675f20c37dc29
