ID,Name,Glottocode,Latitude,Longitude
Agob,Agöb,agob1245,-8.859189187876847, 142.78569186257445
Em,Em,,-8.839300305542718, 142.6987112726306
Ende,Ende,ende1235,-8.599243485740535, 142.57889468451143
Idi,Idi,nucl1597,-8.956477984673382, 142.23705678369518
Kawam,Kawam,kawa1281,-8.76277158074987, 142.7708139951534
Taeme,Taeme,tame1238,-8.599243485740535, 142.57889468451143
